type,address,number,postal_code,municipality,province,location,public,available,hours,full_address,lat,lon
Appareil fixe-Vast apparaat,Place de Carnières,,7140.0,Morlanwelz,Hainaut,.,Oui-Ja,Non-Nee,," Place de Carnières, Morlanwelz, Hainaut, Belgium 7140",50.4427433,4.2539374
Appareil fixe-Vast apparaat,Rue Ferrer,26.0,7141.0,Carnières,Hainaut,.,Oui-Ja,Non-Nee,,"26.0 Rue Ferrer, Carnières, Hainaut, Belgium 7141",50.45209,4.2614157
Appareil fixe-Vast apparaat,Rue Montoyer,69.0,7140.0,Morlanwelz,Hainaut,.,Oui-Ja,Non-Nee,,"69.0 Rue Montoyer, Morlanwelz, Hainaut, Belgium 7140",50.4540954,4.2484209
Appareil fixe-Vast apparaat,Rue des Ecoles,32.0,7141.0,Carnières,Hainaut,.,Oui-Ja,Non-Nee,,"32.0 Rue des Ecoles, Carnières, Hainaut, Belgium 7141",50.4499356,4.2609315
Appareil fixe-Vast apparaat,Place de Carnières,48.0,7141.0,Carnières,Hainaut,.,Oui-Ja,Non-Nee,,"48.0 Place de Carnières, Carnières, Hainaut, Belgium 7141",50.4427433,4.2539374
Appareil fixe-Vast apparaat,Place Roosevelt,,7140.0,Morlanwelz,Hainaut,.,Oui-Ja,Non-Nee,," Place Roosevelt, Morlanwelz, Hainaut, Belgium 7140",50.4536453,4.2400656
Appareil fixe-Vast apparaat,Rue de Namur,,7141.0,Carnières,Hainaut,.,Oui-Ja,Non-Nee,," Rue de Namur, Carnières, Hainaut, Belgium 7141",50.4299356,4.2227346
Appareil fixe-Vast apparaat,Andrei Sakharov,38.0,7500.0,Tournai,Hainaut,hall - à proximité des bureaux administratifs,Non-Nee,Non-Nee,,"38.0 Andrei Sakharov, Tournai, Hainaut, Belgium 7500",50.6122709,3.3854163
Appareil fixe-Vast apparaat,Blandinoise ,,7500.0,Tournai,Hainaut,salle commune RDC,Oui-Ja,Non-Nee,8h-15h en semaine - horaire variable en fonction de la présence sur le site - lieu hébergement ," Blandinoise , Tournai, Hainaut, Belgium 7500",50.607743,3.3803483
Appareil fixe-Vast apparaat,Place Becquerelle,,7500.0,Tournai,Hainaut,couloir des services RDC,Oui-Ja,Non-Nee,7h-18h du lundi au vendredi ," Place Becquerelle, Tournai, Hainaut, Belgium 7500",50.60999,3.39043
Appareil fixe-Vast apparaat,Rue de l Hôtel de Ville,6.0,4031.0,Angleur,Liège,Dans l entrée du hall vous devez aller à droite et l appareil se trouve à côté du photomaton,Non-Nee,Non-Nee,De 9h00 à 16h00,"6.0 Rue de l Hôtel de Ville, Angleur, Liège, Belgium 4031",50.6128019,5.5857123
Appareil fixe-Vast apparaat,Rue des Beaux-Arts,4.0,4000.0,Liège,Liège,Dans l entrée du hall du site du château de Sclessin,Non-Nee,Non-Nee,De 9h00 à 16h0,"4.0 Rue des Beaux-Arts, Liège, Liège, Belgium 4000",50.6089222,5.5503242
Appareil fixe-Vast apparaat,Place Ferre,14.0,4000.0,Liège,Liège,"A l entrée de ""l Emul"" derrière le bar ",Non-Nee,Non-Nee,"de 9h00 à 16h00 sauf le samedi, dimanche et lundi","14.0 Place Ferre, Liège, Liège, Belgium 4000",50.6107,5.5534054
Appareil fixe-Vast apparaat,Kerkstraat,1.0,2230.0,Herselt,Antwerpen,Gevel gemeentehuis,Oui-Ja,Oui-Ja,,"1.0 Kerkstraat, Herselt, Antwerpen, Belgium 2230",51.0534524,4.8787967
Appareil fixe-Vast apparaat,Stationsstraat,39.0,2230.0,Herselt,Antwerpen,Buitengevel parochiezaal,Oui-Ja,Oui-Ja,,"39.0 Stationsstraat, Herselt, Antwerpen, Belgium 2230",51.0296889,4.8267519
Appareil fixe-Vast apparaat,Hoge Dreef,1.0,2230.0,Herselt,Antwerpen,onder afdak buitengevel,Oui-Ja,Oui-Ja,,"1.0 Hoge Dreef, Herselt, Antwerpen, Belgium 2230",51.0776213,4.9222078
Appareil fixe-Vast apparaat,Chemin du Foriest,1.0,1420.0,Braine-l Alleud,Brabant Wallon,Atelier B2 17,Oui-Ja,Non-Nee,,"1.0 Chemin du Foriest, Braine-l Alleud, Brabant Wallon, Belgium 1420",50.6878055,4.342386
Appareil fixe-Vast apparaat,Zeutestraat,1.0,2800.0,Mechelen,Antwerpen,"AED toestel hangt aan de buitenkant van het gebouw, vlakbij hoofdingang.
Is zichtbaar vanop de straat/parking.",Oui-Ja,Oui-Ja,,"1.0 Zeutestraat, Mechelen, Antwerpen, Belgium 2800",51.01104,4.492018
Appareil fixe-Vast apparaat,De Slogen,91.0,3550.0,Heusden-Zolder ,Limburg,Cardioraadpleging (-1),Non-Nee,Oui-Ja,,"91.0 De Slogen, Heusden-Zolder , Limburg, Belgium 3550",50.9875528,5.2838008
Appareil fixe-Vast apparaat,G van der Lindenlaan,23.0,2570.0,Duffel,Antwerpen,Gevel gelijkvloers,Oui-Ja,Oui-Ja,,"23.0 G van der Lindenlaan, Duffel, Antwerpen, Belgium 2570",51.0974078,4.50669
Appareil fixe-Vast apparaat,Wolfsdonksesteenweg,204.0,2230.0,Herselt,Antwerpen,gevel kapel maar de kapel is afgebroken en wordt lokaal dienstencentrum,Oui-Ja,Oui-Ja,,"204.0 Wolfsdonksesteenweg, Herselt, Antwerpen, Belgium 2230",51.0395421,4.8850699
Appareil fixe-Vast apparaat,Blauberg,21.0,2230.0,Herselt,Antwerpen,Buitengevel Nobertuszaal,Oui-Ja,Oui-Ja,,"21.0 Blauberg, Herselt, Antwerpen, Belgium 2230",51.04392,4.930580000000001
Appareil fixe-Vast apparaat,Asbroek,,2230.0,Herselt,Antwerpen,Inkomhal VTC de Mixx kant parking Zuid,Oui-Ja,Non-Nee,Van maandag tot zaterdag tijdens de werkuren van 8u tot 23u . Op zondag van 8u tot 17u. Op feestdagen soms gesloten.," Asbroek, Herselt, Antwerpen, Belgium 2230",51.0598653,4.881525
Appareil fixe-Vast apparaat,rue de l Ecole,10.0,4845.0,Jalhay,Liège,Entrée principale,Oui-Ja,Non-Nee,,"10.0 rue de l Ecole, Jalhay, Liège, Belgium 4845",50.5143017,5.93815
Appareil fixe-Vast apparaat,route de Grands Fagnoux,2.0,4845.0,Jalhay,Liège,Réfectoire,Oui-Ja,Non-Nee,,"2.0 route de Grands Fagnoux, Jalhay, Liège, Belgium 4845",50.5485404,5.946390999999999
Appareil fixe-Vast apparaat,Rue Madame mais accès rue Cherquefosse,22.0,7500.0,Tournai,Hainaut,hall HR1  rdc acceuil face à la porte d entrée,Oui-Ja,Non-Nee,8h-15h00 du lundi au vendredi ( sauf de 12h-13h),"22.0 Rue Madame mais accès rue Cherquefosse, Tournai, Hainaut, Belgium 7500",50.6055126,3.3936775
Appareil fixe-Vast apparaat,Pont aux Lions ,23.0,4800.0,Verviers,Liège,Salle d attente du 3ème étage FGTB,Oui-Ja,Non-Nee,"08.00 à 17.00 en semaine, fermé le vendredi à 12.30 et fermé le weekend","23.0 Pont aux Lions , Verviers, Liège, Belgium 4800",50.5930101,5.8620134
Appareil fixe-Vast apparaat,rue de la Vaulx,79.0,4621.0,Fléron,Liège,Dans la cafétéria,Oui-Ja,Non-Nee,8h30-22h00,"79.0 rue de la Vaulx, Fléron, Liège, Belgium 4621",50.6281021,5.702459
Appareil fixe-Vast apparaat,Chaussée de Bruxelles ,412.0,1300.0,Wavre,Brabant Wallon,"OFF2 (bâtiment de gauche)
1er étage à côté de l ascenseur",Oui-Ja,Oui-Ja,,"412.0 Chaussée de Bruxelles , Wavre, Brabant Wallon, Belgium 1300",50.7325542,4.5899647
Appareil fixe-Vast apparaat,Vennbahnstrasse,2.0,4780.0,Saint-Vith,Liège,Accueil,Oui-Ja,Non-Nee,,"2.0 Vennbahnstrasse, Saint-Vith, Liège, Belgium 4780",50.2797224,6.130456
Appareil fixe-Vast apparaat,Rue d Ougrée,71.0,4031.0,Angleur,Liège,Dans l entrée du hall du Centre Culturel Ourthe et Meus,Non-Nee,Non-Nee,De 9h00 à 16h00,"71.0 Rue d Ougrée, Angleur, Liège, Belgium 4031",50.6053906,5.5748171
Appareil fixe-Vast apparaat,Fortsteenweg,120.0,2170.0,Merksem ,Antwerpen,Petanqueclub MPC De Rode Loop ,Oui-Ja,Non-Nee,8-20 uur,"120.0 Fortsteenweg, Merksem , Antwerpen, Belgium 2170",51.2611631,4.4590733
Appareil fixe-Vast apparaat, ROUTE DE GEMBLOUX,19.0,5310.0,EGHEZEE,Namur,LOCAL DE LA MAISON DE LA LAICITE DE EGHEZEE,Non-Nee,Non-Nee,VARIABLE selon les jours et selon l occupation du local,"19.0  ROUTE DE GEMBLOUX, EGHEZEE, Namur, Belgium 5310",50.5964698,4.8587722
Appareil fixe-Vast apparaat,Rue de la franco-belge ,228.0,7100.0,La Louvière ,Hainaut,Poste des gardes ,Oui-Ja,Non-Nee,8h à 20h,"228.0 Rue de la franco-belge , La Louvière , Hainaut, Belgium 7100",50.4867686,4.2056355
Appareil fixe-Vast apparaat,Drongengoedweg,9.0,9910.0,Aalter,Oost-Vlaanderen,outdoor ter hoogte van het bezoekerscentrum,Oui-Ja,Oui-Ja,,"9.0 Drongengoedweg, Aalter, Oost-Vlaanderen, Belgium 9910",51.1437051,3.4569983
Appareil fixe-Vast apparaat,Cardijnlaan,5.0,9880.0,Aalter,Oost-Vlaanderen,Ingang gemeentelijk ontmoetingscentrum,Oui-Ja,Oui-Ja,,"5.0 Cardijnlaan, Aalter, Oost-Vlaanderen, Belgium 9880",51.1082482,3.4290374
Appareil fixe-Vast apparaat,Bellemdorpweg ,58.0,9881.0,Bellem,Oost-Vlaanderen,Ingang gemeentelijk ontmoetingscentrum - doorgang tussen bibliotheek en tuin buitenschoolse kinderopvang,Oui-Ja,Oui-Ja,,"58.0 Bellemdorpweg , Bellem, Oost-Vlaanderen, Belgium 9881",51.0920583,3.4862131
Appareil fixe-Vast apparaat,Guldensporenplein ,11.0,9880.0,Aalter,Oost-Vlaanderen,ingang gemeentelijk ontmoetingscentrum Lotenhulle - zijde via Guldensporenplein,Oui-Ja,Oui-Ja,,"11.0 Guldensporenplein , Aalter, Oost-Vlaanderen, Belgium 9880",51.0792317,3.4470671
Appareil fixe-Vast apparaat,Poekedorpstraat ,16.0,9880.0,Aalter,Oost-Vlaanderen,ingang gemeentelijk ontmoetingscentrum,Oui-Ja,Oui-Ja,,"16.0 Poekedorpstraat , Aalter, Oost-Vlaanderen, Belgium 9880",51.0408805,3.4455903
Appareil fixe-Vast apparaat,Oude Kantschoolstraat ,,9880.0,Aalter,Oost-Vlaanderen,ingang gemeentelijk ontmoetingscentrum,Oui-Ja,Oui-Ja,," Oude Kantschoolstraat , Aalter, Oost-Vlaanderen, Belgium 9880",51.0973952,3.366386
Appareil fixe-Vast apparaat,Rerum Novarumstraat ,24.0,9880.0,Aalter,Oost-Vlaanderen,naast ingangsdeur,Oui-Ja,Oui-Ja,,"24.0 Rerum Novarumstraat , Aalter, Oost-Vlaanderen, Belgium 9880",51.0789998,3.4476288
Appareil fixe-Vast apparaat,Markt ,12.0,9880.0,Aalter,Oost-Vlaanderen,ter hoogte van restaurant Koffieboontje zijmuur zijde kerk,Oui-Ja,Oui-Ja,,"12.0 Markt , Aalter, Oost-Vlaanderen, Belgium 9880",51.0842404,3.4479034
Appareil fixe-Vast apparaat,Stationsstraat,71.0,9880.0,Aalter,Oost-Vlaanderen,ingang jeugdcentrum - fietsenstalling,Oui-Ja,Oui-Ja,,"71.0 Stationsstraat, Aalter, Oost-Vlaanderen, Belgium 9880",51.0875726,3.4482674
Appareil fixe-Vast apparaat,rue du Résolu,152.0,6061.0,Montignies-Sur-Sambre,Hainaut,Au centre de la salle de Boxe,Oui-Ja,Oui-Ja,,"152.0 rue du Résolu, Montignies-Sur-Sambre, Hainaut, Belgium 6061",50.4133956,4.4648414
Appareil fixe-Vast apparaat,Avenue du Burlet ,2.0,1400.0,Nivelles,Brabant Wallon,Salle d attente,Oui-Ja,Non-Nee,selon horaire ouverture fermeture SPP,"2.0 Avenue du Burlet , Nivelles, Brabant Wallon, Belgium 1400",50.6012326,4.3321286
Appareil fixe-Vast apparaat,Schuurhoven ,2.0,2360.0,Oud-Turnhout,Antwerpen,Buitengevel naast Ingang,Oui-Ja,,,"2.0 Schuurhoven , Oud-Turnhout, Antwerpen, Belgium 2360",51.333,4.985939999999999
Appareil fixe-Vast apparaat,Vaartkaai,2.0,2170.0,Merksem,Antwerpen,Onthaal,Oui-Ja,Oui-Ja,,"2.0 Vaartkaai, Merksem, Antwerpen, Belgium 2170",51.236386,4.441471
Appareil fixe-Vast apparaat,Avenue Adolphe Lacomblé ,,1030.0,Schaerbeek,Bruxelles-Brussel,.,Oui-Ja,Non-Nee,," Avenue Adolphe Lacomblé , Schaerbeek, Bruxelles-Brussel, Belgium 1030",50.8496573,4.4001398
Appareil fixe-Vast apparaat,Alexianenweg,2.0,3300.0,TIENEN,Vlaams-Brabant,Buitenmuur (rechts voor) aan ingang provinciale school PISO,Oui-Ja,Oui-Ja,,"2.0 Alexianenweg, TIENEN, Vlaams-Brabant, Belgium 3300",50.808733,4.941038
Appareil fixe-Vast apparaat,Waaibergstraat ,5.0,3300.0,TIENEN,Vlaams-Brabant,Buitenmuur in omgeving van de ingang VIA school,Oui-Ja,Oui-Ja,,"5.0 Waaibergstraat , TIENEN, Vlaams-Brabant, Belgium 3300",50.8109703,4.9393791
Appareil fixe-Vast apparaat,Keizersstraat,50.0,8530.0,Harelbeke,West-Vlaanderen,Magazijn - kant hoofdkantoor - naast kleedkamer,Oui-Ja,Non-Nee,Zondag 21u30 tot vrijdag 19u30,"50.0 Keizersstraat, Harelbeke, West-Vlaanderen, Belgium 8530",50.824458,3.3132696
Appareil fixe-Vast apparaat,Gilainstraat,70.0,3300.0,TIENEN,Vlaams-Brabant,Buitenmuur ( links voor) aan ingang GO Atheneum school Tienen centrum,Oui-Ja,Oui-Ja,,"70.0 Gilainstraat, TIENEN, Vlaams-Brabant, Belgium 3300",50.8105558,4.9362224
Appareil fixe-Vast apparaat,rue Sainte-Anne,41.0,1410.0,Waterloo,Brabant Wallon,Accueil,Oui-Ja,Non-Nee,,"41.0 rue Sainte-Anne, Waterloo, Brabant Wallon, Belgium 1410",50.69692,4.40648
Appareil fixe-Vast apparaat,Pavée du Roeulx ,7.0,7110.0,Strépy-Bracquegnies,Hainaut,.,Oui-Ja,Non-Nee,,"7.0 Pavée du Roeulx , Strépy-Bracquegnies, Hainaut, Belgium 7110",50.486081,4.1192713
Appareil fixe-Vast apparaat,Chaussée de Binche,151.0,7000.0,Mons,Hainaut,Batiment B/Marc Francq,Oui-Ja,Non-Nee,,"151.0 Chaussée de Binche, Mons, Hainaut, Belgium 7000",50.4518642,3.9809829
Appareil fixe-Vast apparaat,Chaussée de Binche ,151.0,7000.0,Mons,Hainaut,Batiment B/Marc Francq,Oui-Ja,Non-Nee,,"151.0 Chaussée de Binche , Mons, Hainaut, Belgium 7000",50.4518642,3.9809829
Appareil fixe-Vast apparaat,rue de la barrière de fer,36.0,7711.0,dottignies,Hainaut,bureau / cantine placer sur le mur de la cantine a coter du bureau,Non-Nee,Non-Nee,8h/12h  13h/17h,"36.0 rue de la barrière de fer, dottignies, Hainaut, Belgium 7711",50.726323,3.3152187
Appareil fixe-Vast apparaat,Place de l Esro ,1.0,6890.0,Libin,Luxembourg,Façade église,Oui-Ja,Oui-Ja,,"1.0 Place de l Esro , Libin, Luxembourg, Belgium 6890",50.0071114,5.1603461
Appareil fixe-Vast apparaat,Rue de Bas-Oha,,4520.0,Wanze,Liège,Rez-de-chaussée Réception,Oui-Ja,Non-Nee,lu-ve 09-17h," Rue de Bas-Oha, Wanze, Liège, Belgium 4520",50.5350422,5.1907732
Appareil fixe-Vast apparaat,Grand Rue,68.0,6530.0,Thuin,Hainaut,.,Oui-Ja,Non-Nee,,"68.0 Grand Rue, Thuin, Hainaut, Belgium 6530",50.338936,4.2902149
Appareil fixe-Vast apparaat,Rue Montagne du Stimont,38.0,1340.0,Ottignies,Brabant Wallon,.,Oui-Ja,Non-Nee,,"38.0 Rue Montagne du Stimont, Ottignies, Brabant Wallon, Belgium 1340",50.6651075,4.5741967
Appareil fixe-Vast apparaat,AVENUE LANDAS,4.0,1480.0,TUBIZE,Brabant Wallon,"Bureau du bas, à côté des toilettes.",Non-Nee,Non-Nee,7h25-15h55/lun-jeu - 7h25-13h55/ven,"4.0 AVENUE LANDAS, TUBIZE, Brabant Wallon, Belgium 1480",50.7085477,4.1737169
Appareil fixe-Vast apparaat,rue Jules Destrée,352.0,7390.0,Quaregnon,Hainaut,"Au rez-de- chaussée, dans l entrée principale, après la première volée d escaliers qui mène vers les premiers services.",Oui-Ja,Oui-Ja,,"352.0 rue Jules Destrée, Quaregnon, Hainaut, Belgium 7390",50.4437691,3.8615621
Appareil fixe-Vast apparaat,Place Albert Ier,17.0,1400.0,Nivelles,Brabant Wallon,.,Oui-Ja,Non-Nee,,"17.0 Place Albert Ier, Nivelles, Brabant Wallon, Belgium 1400",50.5982098,4.3230997
Appareil fixe-Vast apparaat,Rue Clarisse,115.0,1400.0,Nivelles,Brabant Wallon,.,Oui-Ja,Non-Nee,,"115.0 Rue Clarisse, Nivelles, Brabant Wallon, Belgium 1400",50.5981923,4.3397214
Appareil fixe-Vast apparaat,Esplanade des Citoyens,4.0,5330.0,Assesse,Namur,.,Oui-Ja,Non-Nee,,"4.0 Esplanade des Citoyens, Assesse, Namur, Belgium 5330",50.37772220000001,4.9421604
Appareil fixe-Vast apparaat,Avenue du Général Michel,2.0,6000.0,Charleroi,Hainaut,Hall d entrée,Oui-Ja,Non-Nee,,"2.0 Avenue du Général Michel, Charleroi, Hainaut, Belgium 6000",50.4112265,4.4506161
Appareil fixe-Vast apparaat,Boulevard Albert de Fontaine,10.0,6000.0,Charleroi,Hainaut,3ème étage,Oui-Ja,Non-Nee,,"10.0 Boulevard Albert de Fontaine, Charleroi, Hainaut, Belgium 6000",50.4112845,4.447887
Appareil fixe-Vast apparaat,Rue du Château,47.0,7500.0,Tournai,Hainaut,Accueil,Oui-Ja,Non-Nee,,"47.0 Rue du Château, Tournai, Hainaut, Belgium 7500",50.6121531,3.3891168
Appareil fixe-Vast apparaat,Place de Palais de Justice,5.0,7500.0,Tournai,Hainaut,Hall,Oui-Ja,Non-Nee,,"5.0 Place de Palais de Justice, Tournai, Hainaut, Belgium 7500",50.6021565,3.3921799
Appareil fixe-Vast apparaat,Rue de Nimy,35.0,7000.0,Mons,Hainaut,Entrée,Oui-Ja,Non-Nee,,"35.0 Rue de Nimy, Mons, Hainaut, Belgium 7000",50.4572555,3.9551953
Appareil fixe-Vast apparaat,Rue de Nimy,28.0,7000.0,Mons,Hainaut,Entrée côté Nimy,Oui-Ja,Non-Nee,,"28.0 Rue de Nimy, Mons, Hainaut, Belgium 7000",50.4572555,3.9551953
Appareil fixe-Vast apparaat,Rue des Droits de l Homme,1.0,7000.0,Mons,Hainaut,2ème entrée salle audience H,Oui-Ja,Non-Nee,,"1.0 Rue des Droits de l Homme, Mons, Hainaut, Belgium 7000",50.45699,3.95681
Appareil fixe-Vast apparaat,Bruggesteenweg,130.0,8755.0,Ruiselede,West-Vlaanderen,Centrale Inkomhal (Gelijkvloers),Non-Nee,Oui-Ja,,"130.0 Bruggesteenweg, Ruiselede, West-Vlaanderen, Belgium 8755",51.0684655,3.3673642
Appareil fixe-Vast apparaat,Duffelsesteenweg ,145.0,2550.0,Kontich,Antwerpen,EHBO lokaal zwembad/sporthal op het gelijkvloers,Oui-Ja,Non-Nee,Tijdens de openingsuren van het gebouw.,"145.0 Duffelsesteenweg , Kontich, Antwerpen, Belgium 2550",51.1230279,4.4631319
Appareil fixe-Vast apparaat,Watlingtonstraat,4.0,9000.0,Gent,Oost-Vlaanderen,In de inkomhal van de winkel,Oui-Ja,Non-Nee,van maandag tot vrijdag van 7u00 tot 17u00,"4.0 Watlingtonstraat, Gent, Oost-Vlaanderen, Belgium 9000",51.0917328,3.7236119
Appareil fixe-Vast apparaat,"Rue des Emailleries 4, 6041 Charleroi",4.0,6041.0,Charleroi,Hainaut,Aan de ingang van de winkel,Oui-Ja,Non-Nee,van maandag tot vrijdag van 7u00 tot 12u00 en van 12u45 tot 17u00,"4.0 Rue des Emailleries 4, 6041 Charleroi, Charleroi, Hainaut, Belgium 6041",50.4659534,4.4381844
Appareil fixe-Vast apparaat,Brugsesteenweg,43.0,8450.0,Bredene,West-Vlaanderen,Aan de ingang van de winkel,Oui-Ja,Non-Nee,van maandag tot vrijdag van 7u00 tot 12u00 en van 12u45 tot 17u00,"43.0 Brugsesteenweg, Bredene, West-Vlaanderen, Belgium 8450",51.2217901,2.9638443
Appareil fixe-Vast apparaat,Allée du 6 Août  (Bâtiment B5a),19.0,4000.0,Liège (Sart Tilman),Liège,Hall d entrée du bâtiment B5a (Physique : Licences et Recherche,Oui-Ja,Non-Nee,Lundi - vendredi 8h-18h,"19.0 Allée du 6 Août  (Bâtiment B5a), Liège (Sart Tilman), Liège, Belgium 4000",50.6797811,5.495696199999999
Appareil fixe-Vast apparaat,Mechelsebaan,240.0,2570.0,Duffel,Antwerpen,Aan de butengevel,Oui-Ja,Oui-Ja,,"240.0 Mechelsebaan, Duffel, Antwerpen, Belgium 2570",51.082986,4.500594
Appareil fixe-Vast apparaat,rue du Tribunal ,4.0,4800.0,Verviers,Liège,Face à l entrée,Oui-Ja,Non-Nee,,"4.0 rue du Tribunal , Verviers, Liège, Belgium 4800",50.5911281,5.8666563
Appareil fixe-Vast apparaat,Rathausplatz,4.0,4700.0,Eupen,Liège,Accueil,Oui-Ja,Non-Nee,,"4.0 Rathausplatz, Eupen, Liège, Belgium 4700",50.632008,6.0303208
Appareil fixe-Vast apparaat,Place Saint-Lambert,30.0,4000.0,Liège,Liège,Infirmerie,Oui-Ja,Non-Nee,,"30.0 Place Saint-Lambert, Liège, Liège, Belgium 4000",50.6456222,5.5736201
Appareil fixe-Vast apparaat,Quai d Arona ,4.0,4500.0,Huy,Liège,Bureau à l accueil,Oui-Ja,Non-Nee,,"4.0 Quai d Arona , Huy, Liège, Belgium 4500",50.529411,5.2434188
Appareil fixe-Vast apparaat,Sint-Pietersveldestraat,3.0,8750.0,Wingene,West-Vlaanderen,"Inkomhal onthaal, gelijkvloers",Non-Nee,Oui-Ja,,"3.0 Sint-Pietersveldestraat, Wingene, West-Vlaanderen, Belgium 8750",51.0609981,3.2574778
Appareil fixe-Vast apparaat,rue de Bruxelles,2.0,4000.0,Liège,Liège,RDC - Batiment F,Oui-Ja,Non-Nee,,"2.0 rue de Bruxelles, Liège, Liège, Belgium 4000",50.6460232,5.5708498
Appareil fixe-Vast apparaat,Place Saint Lambert,16.0,4000.0,Liège,Liège,Accueil,Oui-Ja,Non-Nee,,"16.0 Place Saint Lambert, Liège, Liège, Belgium 4000",50.6456222,5.5736201
Appareil fixe-Vast apparaat,Drève Gustave Fache,5.0,7700.0,Mouscron,Hainaut,.,Oui-Ja,Non-Nee,,"5.0 Drève Gustave Fache, Mouscron, Hainaut, Belgium 7700",50.7434663,3.2497487
Appareil fixe-Vast apparaat,Staatsbaan,149.0,9870.0,Zulte,Oost-Vlaanderen,Aan de gemeenschapszaal Fiertelhof,Oui-Ja,Oui-Ja,,"149.0 Staatsbaan, Zulte, Oost-Vlaanderen, Belgium 9870",50.9183519,3.4384489
Appareil fixe-Vast apparaat,Staatsbaan,148.0,9870.0,Zulte,Oost-Vlaanderen,Bevindt zich in de inkomhal van de Gaston Martenszaal.,Oui-Ja,Oui-Ja,,"148.0 Staatsbaan, Zulte, Oost-Vlaanderen, Belgium 9870",50.9183519,3.4384489
Appareil fixe-Vast apparaat,Tuinwijk,,9870.0,Zulte,Oost-Vlaanderen,Bevindt zich thv de gemeenschapszaal Tuinwijk,Oui-Ja,Oui-Ja,," Tuinwijk, Zulte, Oost-Vlaanderen, Belgium 9870",50.962324,3.4926584
Appareil fixe-Vast apparaat,Waalstraat,118.0,9870.0,Zulte,Oost-Vlaanderen,Bevindt zich thv de sporthal.,Oui-Ja,Oui-Ja,,"118.0 Waalstraat, Zulte, Oost-Vlaanderen, Belgium 9870",50.9152387,3.4586492
Appareil fixe-Vast apparaat,Waalstraat,188.0,9870.0,Zulte,Oost-Vlaanderen,Bevindt zich aan de jeugd/sportlokalen van domein Waalmeers,Oui-Ja,Oui-Ja,,"188.0 Waalstraat, Zulte, Oost-Vlaanderen, Belgium 9870",50.9152387,3.4586492
Appareil fixe-Vast apparaat,Rijwegstraat,3.0,9870.0,Zulte,Oost-Vlaanderen,Bevindt zich thv jeugd/sportlokalen domein de Raveschoot,Oui-Ja,Oui-Ja,,"3.0 Rijwegstraat, Zulte, Oost-Vlaanderen, Belgium 9870",50.9368564,3.4734721
Appareil fixe-Vast apparaat,Grote Steenweg,60.0,9870.0,Zulte,Oost-Vlaanderen,Bevindt zich thv voetbal accommodatie Olsene Sportief.,Oui-Ja,Oui-Ja,,"60.0 Grote Steenweg, Zulte, Oost-Vlaanderen, Belgium 9870",50.9385227,3.4687361
Appareil fixe-Vast apparaat,Schoolstraat,,9870.0,Zulte,Oost-Vlaanderen,Bevindt zich thv de sporthal/turnzaal van het schoolgebouw,Oui-Ja,Oui-Ja,," Schoolstraat, Zulte, Oost-Vlaanderen, Belgium 9870",50.9578279,3.4929009
Appareil fixe-Vast apparaat,De Schachelaar,4.0,9870.0,Zulte,Oost-Vlaanderen,Bevindt zich thv het recyclagepark,Oui-Ja,,,"4.0 De Schachelaar, Zulte, Oost-Vlaanderen, Belgium 9870",50.9348023,3.4704138
Appareil fixe-Vast apparaat,rue aux Laines,28.0,4800.0,Verviers,Liège,Hall d entrée,Oui-Ja,Oui-Ja,,"28.0 rue aux Laines, Verviers, Liège, Belgium 4800",50.5891081,5.8515833
Appareil fixe-Vast apparaat,avenue Rogier,104.0,1030.0,Bruxelles,Bruxelles-Brussel,Local face entrée,Oui-Ja,Non-Nee,,"104.0 avenue Rogier, Bruxelles, Bruxelles-Brussel, Belgium 1030",50.8577651,4.3847935
Appareil fixe-Vast apparaat,Rue Saint-Nicolas ,,4420.0,Montegnée,Liège,Réception,Oui-Ja,Oui-Ja,," Rue Saint-Nicolas , Montegnée, Liège, Belgium 4420",50.6392252,5.5390471
Appareil fixe-Vast apparaat,Louisweg ,46.0,8620.0,Nieuwpoort,West-Vlaanderen,Onthaal hoofdingang ,Non-Nee,Non-Nee,,"46.0 Louisweg , Nieuwpoort, West-Vlaanderen, Belgium 8620",51.1417022,2.7221917
Appareil fixe-Vast apparaat,rue georges tondeur,60.0,7040.0,Quévy-le-Grand,Hainaut,Rez-de-chaussée dans un bureau,Non-Nee,Oui-Ja,,"60.0 rue georges tondeur, Quévy-le-Grand, Hainaut, Belgium 7040",50.3538254,3.9371016
Appareil fixe-Vast apparaat,Vaartstraat,78.0,3018.0,Wijgmaal (Leuven),Vlaams-Brabant,Op het gelijkvloers rechts binnen aan de ingang van de winkel,Oui-Ja,Non-Nee,van maandag tot vrijdag van 7u00 tot 12u00 en van 12u45 tot 17u00,"78.0 Vaartstraat, Wijgmaal (Leuven), Vlaams-Brabant, Belgium 3018",50.8833196,4.7010639
Appareil fixe-Vast apparaat,rue Couture Mathy,7.0,1470.0,Genappe,Brabant Wallon,Hall d entrée,Oui-Ja,Oui-Ja,,"7.0 rue Couture Mathy, Genappe, Brabant Wallon, Belgium 1470",50.6127818,4.4538887
Appareil fixe-Vast apparaat,Doornveld,80.0,1731.0,Zellik,Vlaams-Brabant,Op het gelijkvloers aan de ingang van de winkel,Oui-Ja,Non-Nee,van maandag tot vrijdag van 7u00 tot 12u00 en van 12u45 tot 17u00,"80.0 Doornveld, Zellik, Vlaams-Brabant, Belgium 1731",50.8909001,4.2661371
